made_shot,region,defender_distance
0,Near hoop,0.1670554746184632
0,Mid-range,4.371531116908581
1,Near hoop,3.1557385520666914
0,Near hoop,1.8059043435353945
0,Mid-range,6.050795228992633
0,Paint,0.5078131314765308
0,Paint,0.3180875061991598
1,Near hoop,5.514962221819842
0,Near hoop,1.93495301984312
0,Mid-range,2.6938089176480204
0,Corner Three,5.989902134175482
0,Mid-range,5.321312737473714
0,Arc Three,5.374143783162114
0,Corner Three,4.436015015495328
1,Arc Three,2.7822679543854156
0,Corner Three,7.257878070910257
0,Mid-range,8.491044451397014
1,Near hoop,1.5567374234597167
0,Arc Three,5.9675198180986335
1,Near hoop,1.4618394337272471
0,Corner Three,5.630035317491357
0,Arc Three,6.430052996515658
1,Near hoop,2.327225531185148
0,Arc Three,4.753729450147538
0,Paint,4.561731321779047
0,Mid-range,7.151073606669141
1,Near hoop,2.225287807116193
0,Near hoop,2.7181072732510017
1,Arc Three,5.142439015195036
1,Near hoop,2.167165777599859
0,Paint,2.8970800143938042
0,Mid-range,4.352778354154965
0,Paint,0.804944166573073
0,Corner Three,4.988198918617822
1,Near hoop,0.5583489018525957
0,Arc Three,6.109392059526047
0,Corner Three,4.233024690088636
1,Arc Three,4.194674351949146
1,Corner Three,5.143723807952754
0,Paint,2.702050111748486
0,Paint,1.3621940320673884
0,Arc Three,8.629773608623807
1,Paint,6.297536485142431
1,Arc Three,6.270635858746701
0,Mid-range,3.7852521769625933
0,Arc Three,5.721691309263375
1,Corner Three,8.589806817181632
0,Paint,2.34986040764127
1,Near hoop,2.01352243953227
1,Near hoop,5.8091683933933265
0,Paint,3.835241936266866
0,Mid-range,5.427485708576301
1,Mid-range,7.611804290665913
0,Near hoop,3.6232752861051005
0,Corner Three,5.8886797043140335
0,Paint,1.880886829663062
0,Mid-range,4.512010394159125
0,Corner Three,5.351360468077253
1,Paint,2.867412741148369
1,Mid-range,4.035108431864002
1,Mid-range,7.54984264402908
0,Paint,4.013845321546411
1,Near hoop,3.3844158501726707
0,Mid-range,2.8005345354949642
0,Arc Three,2.203844246334121
1,Near hoop,1.4902198007676597
1,Near hoop,2.613312748868758
1,Near hoop,2.1233772527744574
0,Near hoop,5.596185493137267
0,Corner Three,4.185922395960058
0,Mid-range,5.601250002276277
0,Corner Three,4.579508266015029
0,Corner Three,5.619563958119889
1,Paint,1.7423420108864962
0,Paint,0.6286466264921797
0,Arc Three,4.537785919344366
0,Arc Three,5.679220995101353
0,Arc Three,4.388247205810094
1,Near hoop,2.0494400146625407
1,Paint,3.6669176619607913
1,Mid-range,6.244036184520396
1,Arc Three,4.95457681011204
1,Corner Three,6.190399626849622
0,Paint,1.358371185942929
0,Arc Three,5.1719947297923685
1,Corner Three,6.035092411504567
0,Near hoop,2.2011310176588768
0,Corner Three,5.81627909691411
1,Mid-range,5.181509278887764
1,Paint,5.1626427940154835
1,Near hoop,1.9147555684473159
0,Corner Three,5.760325101276837
0,Arc Three,5.537785959794762
1,Mid-range,4.821140753690975
1,Paint,3.9202783957902803
0,Arc Three,6.324571664524008
1,Near hoop,8.207587631801442
1,Near hoop,2.165337459935529
0,Arc Three,7.4604931098151965
1,Mid-range,5.054451594832023
1,Corner Three,3.9495905040649464
1,Mid-range,5.028081960688389
0,Arc Three,4.37866702462062
1,Near hoop,3.8958186368079297
1,Arc Three,9.730947206721458
1,Near hoop,5.649336018648563
1,Mid-range,4.918379532996615
0,Mid-range,1.9350769451626457
1,Near hoop,1.0588927863103044
1,Near hoop,1.7198747682898325
1,Mid-range,8.231928301740727
0,Arc Three,6.283108824411682
0,Arc Three,5.71785285761185
0,Corner Three,4.9227572683304155
0,Arc Three,8.881282319873634
0,Arc Three,5.877648327009711
1,Corner Three,0.998631976255517
1,Near hoop,1.6279475540078077
0,Mid-range,1.9122592866293016
0,Paint,1.328943014767751
0,Near hoop,1.9433321744107488
0,Mid-range,6.1954059269510315
1,Mid-range,6.082575257569775
0,Paint,1.639884759640141
0,Mid-range,5.9327513999155554
0,Arc Three,6.627374265951791
0,Mid-range,6.653094000726281
0,Corner Three,3.907400826086314
0,Paint,4.643459199702307
0,Near hoop,1.9890168227795357
0,Mid-range,4.437211461503718
0,Paint,2.4198250993408625
0,Arc Three,5.634124827761628
0,Corner Three,2.6083889289942936
1,Mid-range,6.72767396335464
0,Paint,4.827736144985555
1,Corner Three,3.0679329105115722
0,Arc Three,4.786954732238441
0,Corner Three,3.3475480682135097
0,Corner Three,2.0250308769250918
1,Mid-range,5.41657070087708
0,Mid-range,5.818738777097655
1,Arc Three,8.505026687583054
0,Paint,2.6179388279522513
1,Mid-range,7.909650706421872
0,Near hoop,1.9298602018799167
0,Mid-range,5.057852680337774
1,Near hoop,2.0852036183548104
0,Arc Three,7.343225488748116
0,Arc Three,8.847635356240675
0,Arc Three,6.979761139358566
1,Mid-range,5.148587973745813
0,Near hoop,2.6064105206202632
0,Mid-range,4.16593086103214
1,Arc Three,5.071976609616805
1,Arc Three,9.102089095070426
0,Near hoop,1.3082802308374153
1,Corner Three,7.52322863714775
0,Mid-range,6.987755310147882
0,Mid-range,2.0677239423578793
1,Corner Three,9.597722546755557
0,Paint,3.769685443176927
0,Corner Three,8.19119953575177
0,Arc Three,9.754381242031704
1,Mid-range,5.139679308565856
0,Near hoop,1.8204822888729246
1,Mid-range,6.08846145880057
0,Corner Three,6.806181714331464
0,Mid-range,9.504436380285789
0,Near hoop,1.7256244654327348
0,Paint,6.53699990235582
0,Arc Three,6.129695960037485
1,Corner Three,4.954463233459301
1,Arc Three,4.268028241249115
0,Near hoop,1.6531671024128247
0,Paint,2.7643816558680907
0,Near hoop,1.6768300058443597
0,Arc Three,3.908225674663632
1,Near hoop,5.172704248301841
0,Corner Three,6.035009439238682
0,Corner Three,4.786084896374071
0,Corner Three,6.778925596434878
1,Near hoop,2.2804306291794973
1,Mid-range,8.315507144347851
0,Paint,1.9709113973235821
0,Corner Three,5.6867571857781964
0,Arc Three,4.692199993968714
1,Arc Three,5.766083987334905
1,Near hoop,0.18361526761138344
0,Paint,1.6795411650805132
1,Corner Three,4.956559319790291
1,Paint,3.501883182746107
1,Mid-range,4.281166325126835
0,Arc Three,8.892033122953368
0,Mid-range,3.1335923996748543
0,Corner Three,8.558882996729187
1,Corner Three,9.843891685431124
0,Mid-range,8.987189045552567
1,Arc Three,3.837681552982217
1,Near hoop,0.9485155325032855
0,Corner Three,4.78752628635081
0,Mid-range,1.9882661116158475
0,Arc Three,6.513337534267668
0,Near hoop,2.9834495104157517
0,Paint,1.6993416014739393
0,Arc Three,4.078635180473977
0,Arc Three,5.439633716575045
1,Corner Three,3.6350658579040904
0,Arc Three,5.947990068468501
1,Paint,4.618684741103252
1,Mid-range,5.4993946029904
0,Corner Three,2.0672060081423913
1,Near hoop,3.088778666803436
1,Mid-range,5.633918407165657
0,Arc Three,6.7734557482130215
1,Arc Three,5.501628762193969
1,Corner Three,4.5727264861349415
1,Near hoop,2.4851392159193026
0,Paint,2.6465555038389046
0,Paint,2.703657145663995
1,Near hoop,7.667263352122449
1,Paint,2.817049739017753
1,Paint,4.632308859413412
1,Near hoop,4.823249286622034
1,Paint,3.0217010906110486
0,Mid-range,5.923216930435684
0,Arc Three,5.644616136355066
0,Mid-range,6.363777809359776
1,Mid-range,4.649585435466264
0,Arc Three,3.7435648240814503
1,Mid-range,6.795527683292897
0,Corner Three,5.663147520769701
0,Corner Three,8.131116295823105
0,Near hoop,2.119289735005573
0,Corner Three,9.544602527067328
0,Arc Three,3.6326355381320616
1,Mid-range,5.509987959015882
0,Near hoop,2.5738092924301914
1,Paint,5.091491933254927
0,Corner Three,4.168934296112134
0,Paint,4.140690022170222
0,Mid-range,4.749056541461681
0,Mid-range,7.257425182177209
0,Paint,1.0013578823277915
1,Near hoop,5.657580562616859
0,Near hoop,0.45983766526895065
0,Near hoop,1.7278719852176558
1,Paint,4.024274680808953
1,Arc Three,4.421455414611802
1,Near hoop,4.008197368206811
1,Corner Three,4.222601681250559
1,Paint,2.3070060442270184
0,Arc Three,9.595561914520692
0,Paint,1.297523077328492
1,Paint,2.764013993542722
0,Paint,3.618062060509733
1,Paint,1.889970276644582
0,Near hoop,1.0066055028659455
0,Mid-range,5.35542867021866
1,Paint,2.784980497238716
0,Arc Three,7.008518564382911
1,Near hoop,4.3428569715453404
0,Mid-range,2.5067315403129986
0,Paint,3.8397401568856178
1,Mid-range,3.225187955530657
0,Paint,3.113225792325379
0,Near hoop,1.6853947702838112
0,Mid-range,2.138677973749201
1,Paint,2.1726155681344097
0,Corner Three,4.700111356223382
0,Corner Three,5.456270117076317
1,Near hoop,2.8896533623256606
1,Paint,2.268258148646224
0,Paint,4.701003506146319
0,Arc Three,3.176055171199012
1,Arc Three,4.345971073776269
0,Corner Three,6.308726460768449
1,Near hoop,5.079060356256854
0,Arc Three,6.529005920352654
0,Paint,2.502319404572486
0,Arc Three,9.655594322184413
0,Arc Three,3.625571450199266
1,Corner Three,4.748162611579347
1,Paint,1.9419641310796651
0,Near hoop,0.7200945507362227
0,Mid-range,3.7762181996939757
0,Paint,5.203664063561369
0,Near hoop,0.7904165051414301
1,Near hoop,1.5521902350549714
1,Mid-range,6.3394259142685785
0,Arc Three,4.109852222209456
0,Paint,2.7164104865796714
0,Paint,2.204607815145359
0,Paint,4.417984270795903
1,Arc Three,5.183200332805978
1,Arc Three,6.301691933631797
1,Mid-range,4.043496203856264
0,Paint,0.26285428073363876
0,Arc Three,5.54600377304235
0,Paint,1.6898371022675511
0,Arc Three,7.150634106832766
1,Corner Three,4.8351823729824295
0,Near hoop,0.9152865981756731
1,Mid-range,4.632550079826443
0,Mid-range,5.25421944309524
1,Near hoop,2.8780757568382387
1,Corner Three,5.627824331657841
0,Arc Three,1.92945628056196
1,Near hoop,4.383543737628269
0,Corner Three,5.826352876345543
1,Near hoop,4.9157944914937195
0,Near hoop,2.702915773401014
1,Arc Three,6.878875361598001
0,Near hoop,3.4112148994309934
1,Near hoop,2.0496554015980273
0,Mid-range,4.950730175044894
0,Mid-range,4.286782537813177
0,Corner Three,8.332441604163812
0,Mid-range,6.6996845999569254
1,Near hoop,0.28633699464093765
1,Paint,2.5871494230136767
0,Arc Three,7.0655121773088645
0,Corner Three,7.0227079794193354
1,Paint,0.6833711454985502
1,Arc Three,6.109521274666287
0,Near hoop,1.4787401299755123
0,Paint,5.494000333500163
0,Near hoop,2.7928555842542226
0,Near hoop,1.2308006969855076
0,Paint,4.16490157636408
0,Paint,1.6136717670269884
1,Mid-range,4.76238088879922
0,Paint,4.783839196712196
1,Near hoop,3.7921979535488393
0,Arc Three,6.1906179802989
1,Arc Three,4.095192380157502
0,Near hoop,0.6882977008533446
1,Near hoop,4.338131836263172
0,Paint,2.5561367149861143
0,Paint,1.5323217313932513
0,Corner Three,2.352553799512361
1,Mid-range,6.77109304562417
1,Mid-range,4.175592894188803
1,Paint,5.556522984043168
0,Near hoop,5.1526262593458085
0,Near hoop,1.6627074048069903
0,Mid-range,4.286054654866178
0,Near hoop,0.7528574612767004
0,Arc Three,4.584305804906566
1,Paint,3.438728923381428
1,Paint,5.4748452407168555
1,Paint,3.487561109500448
1,Mid-range,5.942925269133039
0,Mid-range,4.290137519672307
0,Near hoop,2.902906482768608
0,Mid-range,4.10216548536258
0,Paint,3.811064956373742
1,Paint,3.0918532068162623
0,Paint,2.324360004840043
0,Arc Three,4.475571442855092
0,Mid-range,2.4082224636440883
1,Near hoop,0.9455826441935152
0,Near hoop,0.38074233977849126
0,Mid-range,7.114617664505947
1,Near hoop,3.1493774641347705
0,Corner Three,9.889678716338564
1,Near hoop,1.237000298019367
0,Mid-range,5.376684832589689
0,Paint,5.3492707926221135
1,Corner Three,9.284665218137917
0,Corner Three,4.276084751732599
0,Near hoop,2.201272271619302
0,Arc Three,3.1654413121869758
1,Paint,5.1892470673595845
1,Paint,2.2903025494462526
1,Near hoop,1.9235914664241978
1,Corner Three,5.462442614252345
0,Mid-range,6.137877140836237
0,Paint,1.2738665858322835
1,Paint,3.888544671943476
1,Mid-range,6.839903492484384
0,Corner Three,3.827390288956692
0,Corner Three,5.52334883758033
0,Paint,3.0801849902887333
0,Paint,1.9622201711836542
1,Near hoop,4.6707726778553456
0,Corner Three,6.394275314474662
1,Corner Three,8.646209747311245
1,Paint,2.5457370827522627
1,Arc Three,5.317900011884385
1,Paint,4.891982877658096
0,Near hoop,1.3178405436925986
1,Mid-range,3.6723825918604893
1,Paint,4.240935977493648
0,Near hoop,2.885531721017807
1,Near hoop,9.90365717439775
1,Paint,5.619225248252644
1,Corner Three,5.98026031909147
0,Arc Three,7.811424096808471
0,Arc Three,7.375836020750465
1,Near hoop,5.506083847209376
0,Corner Three,3.508870962018981
1,Arc Three,6.478088520173215
1,Arc Three,5.362681436091464
1,Mid-range,4.587041281447107
1,Corner Three,6.852704978306012
1,Corner Three,9.059576469819106
1,Corner Three,4.11272872736581
1,Mid-range,7.612898613281279
1,Mid-range,3.643028241010492
0,Corner Three,4.558525512542406
1,Paint,5.83867667431584
1,Paint,2.6312620983284796
0,Arc Three,6.577845025507972
1,Near hoop,3.1183526292579558
1,Near hoop,1.7968074016432596
1,Corner Three,6.946076867253919
1,Mid-range,2.0919714091019506
1,Corner Three,8.524736493159187
0,Corner Three,4.984193181248092
0,Arc Three,3.464271220112527
0,Mid-range,4.079747571958342
1,Corner Three,7.1695926088237405
1,Arc Three,5.280780620514357
1,Near hoop,6.185946898349524
1,Paint,2.514996759540657
1,Near hoop,6.893732348452472
0,Near hoop,1.4680149455642468
1,Near hoop,2.180464352127776
1,Arc Three,6.233868214231032
0,Near hoop,2.61942070185375
1,Near hoop,3.9885183025529583
0,Arc Three,4.024859310448001
1,Paint,1.3377111334290352
0,Arc Three,4.948673134992853
1,Paint,1.4884287872787232
1,Near hoop,0.5907022024675378
1,Paint,2.1478498349977824
1,Paint,4.052081530978858
0,Arc Three,7.524806608823915
0,Corner Three,0.7312897330743815
1,Paint,2.484940121874168
1,Paint,6.214578269906975
0,Paint,2.0515967534094015
1,Near hoop,3.007259051112824
0,Mid-range,4.716487760060446
1,Arc Three,6.400625882052473
0,Near hoop,0.3828042319515293
0,Corner Three,4.843458273527295
0,Near hoop,6.411189249117515
0,Corner Three,4.18725941022287
0,Paint,3.159710193751949
0,Corner Three,8.215727047194303
0,Paint,2.52328990472756
0,Corner Three,6.765694334582381
1,Near hoop,4.986223722507845
0,Paint,2.1268724498662377
0,Near hoop,1.7826037132800987
0,Arc Three,5.269859381292824
1,Paint,1.8229431505123754
1,Paint,3.460583633045156
1,Corner Three,5.062796189952742
1,Arc Three,5.018792066154962
0,Paint,4.189621330776801
1,Corner Three,6.7687792030838185
1,Paint,2.459706230792616
0,Near hoop,3.000413779464426
1,Mid-range,6.640131435596728
1,Paint,2.2632532161691468
0,Arc Three,5.263928845919176
1,Arc Three,3.3643612612351763
0,Paint,0.48167756954211915
1,Near hoop,3.4572603162764572
0,Arc Three,9.179335944266342
0,Corner Three,4.096628699418584
0,Mid-range,2.8818773278888865
0,Paint,2.9032272412954447
1,Paint,3.8581926837315974
0,Paint,3.755006499022336
1,Paint,4.125663261598067
1,Corner Three,4.4413442011737825
0,Paint,4.158033923875562
1,Corner Three,2.7642293222524104
1,Mid-range,4.025228981039464
1,Near hoop,2.9271925565804486
1,Near hoop,3.5516225021530685
0,Paint,4.715857961240987
1,Near hoop,1.9722508628721656
0,Corner Three,4.5827228730635685
0,Paint,5.458262429830579
0,Corner Three,6.318351855223011
0,Mid-range,4.499479653204353
1,Paint,1.7847690475240814
0,Arc Three,3.481871932237029
0,Arc Three,7.083359333889534
1,Paint,4.225657101860016
0,Arc Three,3.9106507345197685
1,Near hoop,1.9205373395224563
0,Corner Three,7.678209081139946
0,Arc Three,4.577421347057754
0,Arc Three,3.5229467209425684
1,Near hoop,2.7592128599294408
0,Paint,4.682070037600891
0,Near hoop,1.586075899350343
0,Corner Three,4.001739031796053
1,Corner Three,5.415857014157594
1,Near hoop,3.9247775909597724
0,Paint,4.185703468056476
0,Paint,2.1230307216806894
0,Paint,2.464817018056308
1,Arc Three,5.194510436075761
0,Corner Three,6.653069367029025
0,Corner Three,6.087344140707009
0,Arc Three,9.867709073118233
0,Paint,3.048517420025676
0,Near hoop,4.796611322944565
1,Corner Three,5.403892535876338
0,Near hoop,3.214327298596084
1,Corner Three,5.867129211803673
0,Corner Three,4.4443220523494915
0,Mid-range,3.0345124055439237
0,Arc Three,5.037370611390431
0,Corner Three,9.034231552766402
1,Arc Three,6.170654081586488
1,Paint,4.017620835531893
1,Near hoop,1.5828359973793893
1,Mid-range,5.2368195199758345
0,Corner Three,3.652587472491242
0,Near hoop,1.8545545725321761
1,Mid-range,7.070465486239226
0,Corner Three,5.655747313308827
1,Paint,1.3960427937566988
1,Paint,7.464750684704746
0,Near hoop,5.716313756163147
1,Arc Three,5.221727287833023
1,Near hoop,2.5968650112202605
0,Mid-range,8.28639165630613
0,Arc Three,2.926699137680546
1,Near hoop,3.2775927352860688
0,Corner Three,4.017933233355179
0,Paint,2.387025121463945
1,Corner Three,6.3753100809450824
0,Arc Three,3.940330193587841
1,Corner Three,4.457708473027367
1,Arc Three,4.859866121376191
1,Corner Three,6.65858765674073
1,Mid-range,4.511702503102345
0,Near hoop,6.534765755021374
0,Arc Three,4.30122410159015
1,Paint,3.010634731746782
0,Paint,1.8992718691646018
0,Corner Three,6.96224214761308
0,Arc Three,4.1851298700279305
0,Corner Three,4.762955251490397
1,Near hoop,2.8004194915940714
0,Arc Three,5.7760071372878325
0,Mid-range,5.293335630469703
1,Near hoop,2.5697511798032107
1,Arc Three,4.15503345991341
0,Arc Three,5.10149530444751
1,Near hoop,1.9552706515723144
0,Paint,2.4903941549883233
0,Paint,0.2613242770964836
1,Arc Three,5.126183302789711
0,Paint,3.3449384694041813
1,Near hoop,3.2401775467711604
0,Corner Three,5.650243021693845
1,Near hoop,0.17525467925279697
0,Corner Three,5.492566085774481
1,Paint,4.665299158950045
1,Near hoop,0.51715245740497
0,Paint,1.454169780802778
0,Mid-range,5.214267532194727
0,Near hoop,3.6197771622159265
0,Mid-range,5.295988637119608
0,Mid-range,7.129862096036644
0,Mid-range,4.308515597337442
1,Corner Three,6.556815632866308
0,Near hoop,1.3801008626908404
1,Near hoop,1.1570087943053844
0,Near hoop,3.8535190830330652
0,Paint,1.4691178443201933
0,Arc Three,5.6705090519458645
1,Arc Three,6.145041894804296
1,Near hoop,6.923462680805033
0,Paint,7.540822714425794
0,Arc Three,5.829316896009343
1,Paint,5.509080447524799
0,Corner Three,5.404976309448544
0,Corner Three,6.124886225302469
0,Corner Three,5.328575438642117
1,Paint,2.1959421069326948
0,Mid-range,3.240938877701955
0,Mid-range,4.91715286410744
1,Paint,6.0851365325356515
1,Corner Three,3.923275700151597
0,Near hoop,4.186593277224335
1,Near hoop,3.8165135013517255
0,Paint,2.8310137411535115
0,Near hoop,2.5882539245020006
1,Mid-range,6.671349352844586
0,Paint,2.361889283963157
1,Near hoop,1.7124741228117861
0,Mid-range,6.070566711872954
0,Near hoop,2.597376916140586
0,Paint,1.3987175090417652
1,Near hoop,2.0476104756764646
1,Near hoop,4.799340718932133
0,Mid-range,2.617316063145605
0,Mid-range,3.3269825682891687
0,Paint,2.6794303139473614
0,Near hoop,0.9940837687539225
1,Mid-range,6.186990868216956
0,Arc Three,4.489246512779175
1,Mid-range,8.337188765237357
0,Paint,2.257812832034575
0,Mid-range,5.009459179771806
1,Mid-range,3.4936723973492416
0,Paint,2.322500279784689
0,Mid-range,5.2065919558671006
0,Arc Three,4.955738792400181
1,Mid-range,4.79405132493385
0,Corner Three,6.861875882541156
1,Near hoop,2.0637788226939406
1,Near hoop,1.896875575149822
0,Paint,2.086018518230361
0,Arc Three,6.297738966303705
1,Corner Three,6.964742524953812
1,Near hoop,2.969099440571168
0,Mid-range,3.326149691189499
1,Near hoop,3.771749660860326
1,Corner Three,3.9146166282408803
0,Paint,3.0862503999837707
0,Near hoop,0.8251960571888292
0,Mid-range,5.742521335833241
1,Corner Three,5.555506625196299
0,Paint,5.196965500183734
1,Corner Three,6.1315946906494085
1,Corner Three,5.98109216385269
1,Arc Three,8.486057855759652
1,Near hoop,2.1374289893467795
0,Near hoop,2.1298792869315375
0,Mid-range,6.256070898934897
0,Near hoop,2.9714818311744726
0,Arc Three,2.107353257643332
0,Near hoop,5.07789639850992
0,Mid-range,4.816992255297906
1,Near hoop,2.592293027900204
1,Arc Three,9.00242164025881
0,Near hoop,6.180573829831661
1,Near hoop,2.9602666196476277
1,Mid-range,3.881855959525032
0,Corner Three,7.701140465164884
1,Paint,2.880632063176413
0,Paint,2.818885244205588
1,Paint,0.4850733982605123
0,Arc Three,8.73467722788885
0,Mid-range,6.6093058775108915
0,Near hoop,1.7727271012200414
1,Mid-range,6.476819288084237
0,Corner Three,3.4659110736716836
0,Corner Three,3.9584996225969236
1,Mid-range,4.394060508026715
1,Arc Three,2.9730904176294435
0,Corner Three,4.397779870366406
1,Corner Three,3.8756002407369112
1,Mid-range,4.9949810590231465
0,Mid-range,3.501161231377387
0,Paint,2.1440377444905225
0,Corner Three,6.312257885004381
1,Paint,3.603209266334663
1,Corner Three,7.6215389263061555
1,Near hoop,3.4992749361546314
0,Mid-range,7.645588625508174
1,Near hoop,2.7756664162143223
0,Near hoop,1.7907070176888231
1,Paint,2.142088348924942
1,Mid-range,1.6182161317327186
0,Paint,3.386906381714734
1,Near hoop,3.846681632173373
1,Paint,2.5653894747191877
1,Paint,2.6490220295988527
0,Corner Three,4.007898824895655
1,Paint,3.229512297623277
0,Corner Three,7.821618649780875
0,Paint,3.8746969362906296
1,Paint,4.693496039212135
1,Paint,1.795536551813967
0,Paint,1.8634389810240621
0,Paint,2.2188468897379994
1,Near hoop,4.057285340729688
0,Arc Three,5.344462819872548
0,Paint,4.841310612055384
0,Arc Three,3.990910721790203
1,Arc Three,5.730130694015624
1,Corner Three,5.012687175737185
1,Arc Three,4.204698348954413
0,Mid-range,3.520206468390739
0,Mid-range,3.4202909110337343
1,Paint,2.243643964558549
1,Corner Three,4.4378761305944545
0,Paint,1.667425582147528
1,Paint,3.252875684713449
0,Near hoop,3.466126377168035
1,Arc Three,2.341458646335664
1,Paint,6.074640787964339
1,Arc Three,9.410411307828157
0,Mid-range,2.146777178237187
0,Arc Three,8.257183126914406
0,Corner Three,4.598015937553936
1,Arc Three,5.803177154972959
0,Arc Three,5.320419793099034
0,Corner Three,5.186542346072187
1,Mid-range,7.2758291914598985
0,Paint,3.4618852942580305
1,Corner Three,4.168244495707996
1,Arc Three,3.0626179422513684
0,Paint,1.71450574921754
0,Near hoop,4.702296417719751
0,Paint,3.6275998308523474
1,Near hoop,2.7766068589197137
0,Paint,7.097014693094561
0,Arc Three,8.56858062216258
1,Near hoop,0.11196444524937307
0,Arc Three,5.8319541131339525
1,Arc Three,7.918213370306458
1,Mid-range,2.78016609381526
0,Corner Three,3.4369678456598924
0,Paint,2.5622855603933035
0,Corner Three,3.6814112633608316
1,Corner Three,4.546663341187689
0,Mid-range,2.8054125636882703
0,Near hoop,0.9033697175575471
0,Mid-range,2.693810012640095
1,Paint,3.975800863637413
1,Near hoop,4.692425025645059
1,Mid-range,5.571050680769293
0,Mid-range,4.63573571362734
1,Mid-range,7.599299210743054
0,Mid-range,4.28265649206191
0,Arc Three,3.8499323648084975
1,Near hoop,3.5669751484556165
1,Near hoop,1.6333725567059094
0,Mid-range,6.769909403743893
0,Paint,1.837984716204135
0,Mid-range,3.635719400091267
0,Corner Three,7.789271526330302
0,Near hoop,1.7711039628717427
0,Paint,2.834801707950661
0,Paint,2.1580352438734596
0,Mid-range,2.884278682807885
0,Arc Three,4.113808392353731
1,Mid-range,5.364117996026933
1,Paint,3.6200641926490706
1,Mid-range,6.1480793975110615
1,Near hoop,5.935281152506595
0,Near hoop,7.999070161868817
1,Near hoop,4.127842724729227
0,Corner Three,4.6457669402693895
1,Arc Three,3.293886580090454
0,Arc Three,3.7795526275076523
0,Corner Three,6.741620873476941
0,Mid-range,8.18744757044587
0,Near hoop,1.9366486403320555
1,Near hoop,4.272806438513217
0,Arc Three,6.794390304074373
1,Corner Three,6.083695117911481
0,Near hoop,2.607303123535887
0,Corner Three,4.4369875674831425
0,Mid-range,6.992215668105492
0,Mid-range,4.064757525904838
1,Near hoop,2.005824768019372
1,Corner Three,4.574673611024069
0,Mid-range,2.331554255191159
0,Near hoop,2.2671823835324743
1,Paint,3.0783375351153417
1,Near hoop,3.3233729977388937
1,Mid-range,4.660151209746311
0,Arc Three,9.796333871944137
0,Arc Three,7.470353049541907
0,Near hoop,4.0047896301928265
1,Near hoop,1.8917240820214714
0,Arc Three,8.333297638138218
0,Corner Three,4.173477402514599
1,Paint,2.6198946342362683
0,Corner Three,3.6291503856412506
0,Arc Three,9.348947891057048
0,Arc Three,7.1806004869021915
1,Near hoop,3.00204537400753
0,Near hoop,1.0848697297371697
0,Arc Three,4.509826936468844
1,Paint,7.229005047695015
0,Mid-range,4.802765932106209
0,Mid-range,2.8024475088750567
1,Near hoop,3.301931830080688
0,Near hoop,1.1531503177816849
0,Near hoop,2.0810190989272517
1,Paint,2.451730705685272
0,Near hoop,2.2065393213808813
1,Arc Three,4.055174603688467
0,Arc Three,7.163360425400915
0,Arc Three,6.271236609313982
0,Mid-range,6.737404119221294
1,Arc Three,3.4839109973275684
1,Arc Three,5.1807655035235864
0,Mid-range,4.065665423580745
0,Mid-range,5.65859986896052
0,Near hoop,1.3652597611443802
0,Paint,3.5310417990304237
0,Near hoop,1.6675438726462342
1,Near hoop,4.323850093666524
0,Paint,4.491260977342552
1,Mid-range,6.928202608887819
0,Paint,2.727161877410288
1,Corner Three,7.9605726308162055
0,Corner Three,8.42306635557384
1,Near hoop,2.2210918304743723
1,Near hoop,2.346212351216317
0,Near hoop,2.895527325583373
0,Paint,1.9592464702788164
0,Paint,4.380581877901611
1,Near hoop,7.068386813255202
0,Mid-range,4.265357489964939
0,Mid-range,3.807010256592445
0,Mid-range,8.297423999609757
0,Corner Three,5.191379492119605
0,Paint,1.9720918482160017
0,Near hoop,1.1528012739843747
0,Paint,3.6379623383014823
1,Mid-range,4.350979570556496
1,Near hoop,2.253330710503899
1,Corner Three,5.612012023053767
0,Paint,2.3957614358069934
0,Paint,4.788408050803523
0,Near hoop,4.41502212003519
0,Paint,1.8799246390480664
0,Mid-range,4.374381993836387
1,Corner Three,9.680683245045259
0,Corner Three,9.159447219619752
0,Corner Three,3.817251057829442
1,Corner Three,5.723415881944973
1,Near hoop,4.053790280527595
0,Paint,3.7723399639083426
0,Near hoop,2.140130533028306
1,Arc Three,6.099583928310192
1,Paint,2.7700165771706056
0,Arc Three,7.762739876957105
0,Near hoop,2.4238519309561797
0,Paint,5.324248255904302
1,Paint,2.22178226277914
1,Corner Three,5.544681897034306
0,Mid-range,7.718905004552136
0,Near hoop,1.77533232190483
1,Near hoop,2.3413114351790103
0,Near hoop,3.4772375105822193
0,Mid-range,3.7695078847244763
0,Corner Three,3.145331799810631
0,Mid-range,2.4225487276420257
0,Paint,2.211147742372725
1,Mid-range,2.243610928859993
0,Near hoop,1.3922151984876456
0,Corner Three,5.742499337466223
0,Arc Three,6.372469108469651
1,Near hoop,3.767225657549597
0,Paint,5.765648483674671
1,Corner Three,5.644855534812207
1,Corner Three,8.467227859199253
0,Arc Three,4.013245760553421
0,Mid-range,3.9364228938085395
0,Mid-range,9.31967942361216
1,Paint,2.8471624844746763
1,Mid-range,9.261051423947501
1,Paint,6.199335663641708
0,Arc Three,5.561818411499965
1,Paint,1.588251278482092
0,Near hoop,1.9547072611519085
1,Arc Three,8.045265074868572
0,Corner Three,4.096710105255188
0,Near hoop,2.0703173432592408
